Node                              Forfather Fraction
------------------------------  --------------------
(625.0, -4.0, 2)                                0.04
(630.0, -4.0, 2)                                0.04
(420.0, -4.0, 1)                                0.04
(425.0, -4.0, 2)                                0.04
(430.0, -4.0, 2)                                0.04
(310.0, -4.0, 1)                                0.04
(315.0, -4.0, 2)                                0.04
(320.0, -4.0, 1)                                0.04
(352.5, -4.0, 2)                                0.04
(430.0, -4.0, 1)                                0.04
(435.0, -4.0, 2)                                0.04
(440.0, -4.0, 1)                                0.04
(702.5, -4.0, 1)                                0.04
(707.5, -4.0, 1)                                0.04
(712.5, -4.0, 1)                                0.04
(717.5, -4.0, 2)                                0.04
(515.0, -4.0, 2)                                0.04
(520.0, -4.0, 1)                                0.04
(525.0, -4.0, 2)                                0.04
(657.5, -4.0, 2)                                0.04
(506.0, -4.0, 2)                                0.04
(511.0, -4.0, 2)                                0.04
(516.0, -4.0, 2)                                0.04
(593.0, -4.0, 2)                                0.04
(598.0, -4.0, 1)                                0.04
(603.0, -4.0, 2)                                0.04
(485.0, -4.0, 2)                                0.04
(490.0, -4.0, 1)                                0.04
(495.0, -4.0, 1)                                0.04
(500.0, -4.0, 1)                                0.04
(555.5, -4.0, 2)                                0.04
(560.5, -4.0, 2)                                0.04
(565.5, -4.0, 2)                                0.04
(570.5, -4.0, 2)                                0.04
(372.5, -4.0, 2)                                0.04
(377.5, -4.0, 2)                                0.04
(382.5, -4.0, 2)                                0.04
(478.0, -4.0, 2)                                0.04
(483.0, -4.0, 2)                                0.04
(488.0, -4.0, 1)                                0.04
(498.0, -4.0, 1)                                0.04
(503.0, -4.0, 1)                                0.04
(376.0, -4.0, 2)                                0.04
(381.0, -4.0, 1)                                0.04
(707.5, -4.0, 2)                                0.04
(712.5, -4.0, 2)                                0.04
(722.5, -4.0, 2)                                0.04
(462.5, -4.0, 1)                                0.04
(405.0, -4.0, 1)                                0.04
(410.0, -4.0, 2)                                0.04
(415.0, -4.0, 1)                                0.04
(547.5, -4.0, 2)                                0.04
(308.5, -4.0, 2)                                0.04
(313.5, -4.0, 2)                                0.04
(318.5, -4.0, 1)                                0.04
(323.5, -4.0, 2)                                0.04
(540.0, -4.0, 1)                                0.04
(545.0, -4.0, 2)                                0.04
(332.5, -4.0, 2)                                0.04
(337.5, -4.0, 2)                                0.04
(342.5, -4.0, 2)                                0.04
(540.0, -4.0, 2)                                0.04
(545.0, -4.0, 1)                                0.04
(550.0, -4.0, 2)                                0.04
(580.0, -4.0, 2)                                0.04
(585.0, -4.0, 2)                                0.04
(590.0, -4.0, 1)                                0.04
(433.0, -4.0, 2)                                0.04
(438.0, -4.0, 2)                                0.04
(443.0, -4.0, 1)                                0.04
(315.0, -4.0, 1)                                0.04
(320.0, -4.0, 2)                                0.04
(325.0, -4.0, 1)                                0.04
(742.5, -4.0, 2)                                0.04
(747.5, -4.0, 1)                                0.04
(752.5, -4.0, 1)                                0.04
(757.5, -4.0, 1)                                0.04
(627.5, -4.0, 2)                                0.04
(632.5, -4.0, 2)                                0.04
(637.5, -4.0, 1)                                0.04
(510.0, -4.0, 2)                                0.04
(515.0, -4.0, 1)                                0.04
(654.0, -4.0, 1)                                0.04
(659.0, -4.0, 1)                                0.04
(405.5, -4.0, 2)                                0.04
(410.5, -4.0, 1)                                0.04
(415.5, -4.0, 2)                                0.04
(502.5, -4.0, 2)                                0.04
(507.5, -4.0, 1)                                0.04
(664.0, -4.0, 2)                                0.04
(390.0, -4.0, 2)                                0.04
(395.0, -4.0, 1)                                0.04
(400.0, -4.0, 1)                                0.04
(410.0, -4.0, 1)                                0.04
(845.0, -4.0, 1)                                0.04
(850.0, -4.0, 2)                                0.04
(855.0, -4.0, 1)                                0.04
(405.5, -4.0, 1)                                0.04
(415.0, -4.0, 2)                                0.04
(420.0, -4.0, 2)                                0.04
(425.0, -4.0, 1)                                0.04
(615.0, -4.0, 1)                                0.04
(620.5, -4.0, 1)                                0.04
(625.5, -4.0, 2)                                0.04
(287.5, -4.0, 2)                                0.02
(292.5, -4.0, 1)                                0.02
(297.5, -4.0, 1)                                0.02
(302.5, -4.0, 1)                                0.02
(347.5, -4.0, 1)                                0.04
(352.5, -4.0, 1)                                0.04
(357.5, -4.0, 2)                                0.04
(395.0, -4.0, 2)                                0.04
(405.0, -4.0, 2)                                0.04
(365.0, -4.0, 1)                                0.04
(370.0, -4.0, 1)                                0.04
(375.0, -4.0, 2)                                0.04
(380.0, -4.0, 2)                                0.04
(385.0, -4.0, 2)                                0.04
(333.5, -4.0, 2)                                0.04
(338.5, -4.0, 1)                                0.04
(343.5, -4.0, 2)                                0.04
(385.0, -4.0, 1)                                0.04
(167.5, -4.0, 1)                                0.04
(172.5, -4.0, 2)                                0.04
(473.0, -4.0, 2)                                0.04
(478.0, -4.0, 1)                                0.04
(483.0, -4.0, 1)                                0.04
(468.0, -4.0, 1)                                0.04
(473.0, -4.0, 1)                                0.04
(479.0, -4.0, 1)                                0.04
(484.0, -4.0, 2)                                0.04
(678.0, -4.0, 2)                                0.04
(683.0, -4.0, 2)                                0.04
(622.5, -4.0, 2)                                0.04
(627.5, -4.0, 1)                                0.04
(585.5, -4.0, 1)                                0.04
(590.5, -4.0, 2)                                0.04
(419.0, -4.0, 1)                                0.04
(687.75, -6.0, 2)                               0.08
(690.25, -6.0, 1)                               0.08
(692.75, -6.0, 1)                               0.08
(405.0, -6.0, 1)                                0.08
(407.5, -6.0, 2)                                0.08
(410.0, -6.0, 2)                                0.08
(412.5, -6.0, 2)                                0.08
(485.25, -6.0, 2)                               0.08
(487.75, -6.0, 2)                               0.08
(490.25, -6.0, 2)                               0.08
(580.0, -6.0, 1)                                0.08
(582.5, -6.0, 1)                                0.08
(547.5, -6.0, 2)                                0.08
(550.0, -6.0, 1)                                0.08
(552.5, -6.0, 1)                                0.08
(555.0, -6.0, 1)                                0.08
(489.5, -6.0, 1)                                0.08
(492.0, -6.0, 1)                                0.08
(494.5, -6.0, 2)                                0.08
(497.0, -6.0, 2)                                0.08
(499.5, -6.0, 1)                                0.08
(501.5, -6.0, 1)                                0.08
(504.0, -6.0, 1)                                0.08
(506.5, -6.0, 2)                                0.08
(509.0, -6.0, 1)                                0.08
(345.5, -6.0, 2)                                0.06
(348.0, -6.0, 1)                                0.06
(350.5, -6.0, 1)                                0.06
(353.0, -6.0, 1)                                0.06
(465.0, -6.0, 2)                                0.08
(467.5, -6.0, 1)                                0.08
(411.5, -6.0, 2)                                0.08
(414.0, -6.0, 2)                                0.08
(416.5, -6.0, 1)                                0.08
(419.0, -6.0, 2)                                0.08
(435.0, -6.0, 1)                                0.08
(437.5, -6.0, 1)                                0.06
(440.0, -6.0, 2)                                0.06
(484.25, -6.0, 1)                               0.08
(486.75, -6.0, 1)                               0.08
(448.75, -6.0, 1)                               0.08
(430.0, -6.0, 1)                                0.08
(432.5, -6.0, 1)                                0.08
(437.5, -6.0, 2)                                0.08
(374.5, -6.0, 1)                                0.08
(377.0, -6.0, 2)                                0.08
(587.5, -6.0, 2)                                0.08
(531.25, -6.0, 2)                               0.08
(318.5, -6.0, 2)                                0.04
(321.0, -6.0, 1)                                0.04
(323.5, -6.0, 1)                                0.04
(544.75, -6.0, 2)                               0.08
(547.25, -6.0, 2)                               0.08
(549.75, -6.0, 1)                               0.08
(552.25, -6.0, 1)                               0.08
(557.0, -6.0, 2)                                0.08
(559.5, -6.0, 1)                                0.08
(562.0, -6.0, 2)                                0.08
(564.5, -6.0, 2)                                0.08
(344.25, -6.0, 1)                               0.08
(346.75, -6.0, 1)                               0.08
(349.25, -6.0, 2)                               0.08
(351.75, -6.0, 2)                               0.08
(421.5, -6.0, 1)                                0.08
(424.0, -6.0, 1)                                0.08
(637.0, -6.0, 2)                                0.08
(639.5, -6.0, 1)                                0.08
(642.0, -6.0, 1)                                0.08
(451.5, -6.0, 2)                                0.08
(454.0, -6.0, 2)                                0.08
(456.5, -6.0, 1)                                0.08
(363.75, -6.0, 2)                               0.08
(366.25, -6.0, 1)                               0.08
(368.75, -6.0, 2)                               0.08
(371.25, -6.0, 1)                               0.08
(581.25, -6.0, 1)                               0.08
(583.75, -6.0, 2)                               0.08
(617.5, -6.0, 2)                                0.08
(620.0, -6.0, 1)                                0.08
(622.5, -6.0, 1)                                0.08
(582.5, -6.0, 2)                                0.08
(585.0, -6.0, 2)                                0.08
(415.0, -6.0, 1)                                0.08
(417.5, -6.0, 2)                                0.08
(420.0, -6.0, 1)                                0.08
(475.25, -6.0, 1)                               0.08
(477.75, -6.0, 1)                               0.08
(557.75, -6.0, 2)                               0.08
(560.25, -6.0, 2)                               0.08
(562.75, -6.0, 1)                               0.08
(565.25, -6.0, 1)                               0.08
(782.5, -6.0, 1)                                0.06
(785.0, -6.0, 2)                                0.06
(395.25, -6.0, 2)                               0.08
(397.75, -6.0, 1)                               0.08
(400.25, -6.0, 1)                               0.08
(304.25, -6.0, 1)                               0.06
(306.75, -6.0, 1)                               0.06
(343.75, -6.0, 1)                               0.08
(346.25, -6.0, 1)                               0.06
(535.25, -6.0, 1)                               0.08
(537.75, -6.0, 1)                               0.08
(540.25, -6.0, 2)                               0.08
(584.25, -6.0, 2)                               0.08
(586.75, -6.0, 2)                               0.08
(306.25, -6.0, 1)                               0.06
(455.0, -6.0, 1)                                0.06
(457.5, -6.0, 2)                                0.06
(460.0, -6.0, 2)                                0.06
(401.25, -6.0, 1)                               0.08
(403.75, -6.0, 2)                               0.08
(513.75, -6.0, 2)                               0.08
(516.25, -6.0, 2)                               0.08
(535.0, -6.0, 2)                                0.08
(537.5, -6.0, 1)                                0.08
(286.25, -6.0, 1)                               0.08
(288.75, -6.0, 1)                               0.08
(291.25, -6.0, 2)                               0.08
(348.75, -6.0, 1)                               0.06
(351.25, -6.0, 2)                               0.06
(406.5, -6.0, 1)                                0.08
(409.0, -6.0, 2)                                0.08
(548.5, -6.0, 1)                                0.08
(551.0, -6.0, 1)                                0.08
(553.5, -6.0, 1)                                0.08
(556.0, -6.0, 1)                                0.08
(647.75, -6.0, 1)                               0.08
(650.25, -6.0, 1)                               0.08
(652.75, -6.0, 1)                               0.08
(655.25, -6.0, 1)                               0.08
(657.75, -6.0, 2)                               0.08
(397.5, -6.0, 1)                                0.08
(408.0, -6.0, 2)                                0.08
(410.5, -6.0, 1)                                0.08
(413.0, -6.0, 1)                                0.08
(415.5, -6.0, 1)                                0.08
(418.0, -6.0, 1)                                0.08
(304.0, -6.0, 1)                                0.08
(306.5, -6.0, 2)                                0.08
(309.0, -6.0, 1)                                0.08
(311.5, -6.0, 1)                                0.08
(562.5, -6.0, 1)                                0.06
(565.0, -6.0, 1)                                0.06
(567.5, -6.0, 2)                                0.06
(669.0, -6.0, 2)                                0.08
(426.5, -6.0, 1)                                0.08
(586.25, -6.0, 2)                               0.08
(588.75, -6.0, 2)                               0.08
(591.25, -6.0, 1)                               0.08
(416.0, -6.0, 2)                                0.08
(418.5, -6.0, 2)                                0.08
(421.0, -6.0, 2)                                0.08
(485.5, -6.0, 1)                                0.08
(488.0, -6.0, 2)                                0.08
(490.5, -6.0, 1)                                0.08
(493.0, -6.0, 1)                                0.08
(495.5, -6.0, 1)                                0.08
(481.5, -6.0, 1)                                0.08
(484.0, -6.0, 1)                                0.08
(480.25, -6.0, 2)                               0.08
(529.25, -6.0, 1)                               0.06
(531.75, -6.0, 1)                               0.06
(534.25, -6.0, 1)                               0.06
(478.75, -6.0, 2)                               0.08
(481.25, -6.0, 2)                               0.08
(553.75, -6.0, 2)                               0.08
(556.25, -6.0, 2)                               0.08
(558.75, -6.0, 2)                               0.08
(561.25, -6.0, 2)                               0.08
(563.75, -6.0, 2)                               0.08
(536.75, -6.0, 1)                               0.08
(539.25, -6.0, 2)                               0.08
(541.75, -6.0, 1)                               0.08
(544.25, -6.0, 1)                               0.08
(546.75, -6.0, 2)                               0.08
(630.0, -6.0, 2)                                0.08
(632.5, -6.0, 2)                                0.08
(635.0, -6.0, 1)                                0.08
(472.5, -6.0, 1)                                0.08
(475.0, -6.0, 1)                                0.08
(477.5, -6.0, 1)                                0.08
(471.0, -6.0, 1)                                0.06
(473.5, -6.0, 1)                                0.06
(476.0, -6.0, 2)                                0.06
(478.5, -6.0, 1)                                0.06
(481.0, -6.0, 1)                                0.06
(414.0, -6.0, 1)                                0.08
(421.5, -6.0, 2)                                0.08
(463.75, -6.0, 1)                               0.08
(466.25, -6.0, 2)                               0.08
(432.75, -6.0, 1)                               0.08
(435.25, -6.0, 2)                               0.08
(580.75, -6.0, 2)                               0.08
(583.25, -6.0, 1)                               0.08
(546.25, -6.0, 2)                               0.08
(505.0, -6.0, 1)                                0.06
(507.5, -6.0, 1)                                0.06
(510.0, -6.0, 2)                                0.06
(483.5, -6.0, 1)                                0.08
(486.0, -6.0, 1)                                0.08
(461.25, -6.0, 2)                               0.08
(481.25, -6.0, 1)                               0.08
(483.75, -6.0, 2)                               0.08
(561.5, -8.0, 1)                                0.08
(548.125, -8.0, 1)                              0.14
(483.0, -8.0, 1)                                0.16
(485.0, -8.0, 1)                                0.16
(487.0, -8.0, 1)                                0.16
(405.125, -8.0, 1)                              0.16
(407.125, -8.0, 2)                              0.16
(409.125, -8.0, 1)                              0.16
(411.125, -8.0, 1)                              0.16
(518.0, -8.0, 2)                                0.16
(520.0, -8.0, 2)                                0.16
(522.0, -8.0, 1)                                0.16
(385.125, -8.0, 2)                              0.16
(521.75, -8.0, 1)                               0.16
(523.75, -8.0, 2)                               0.16
(562.125, -8.0, 2)                              0.14
(564.125, -8.0, 1)                              0.14
(562.75, -8.0, 2)                               0.16
(349.0, -8.0, 1)                                0.14
(668.375, -8.0, 1)                              0.1
(670.375, -8.0, 2)                              0.1
(672.375, -8.0, 1)                              0.1
(674.375, -8.0, 2)                              0.1
(510.0, -8.0, 1)                                0.16
(512.0, -8.0, 2)                                0.16
(500.5, -8.0, 1)                                0.16
(502.5, -8.0, 2)                                0.16
(504.5, -8.0, 2)                                0.16
(506.5, -8.0, 1)                                0.16
(508.5, -8.0, 1)                                0.16
(510.5, -8.0, 1)                                0.16
(544.5, -8.0, 2)                                0.1
(546.5, -8.0, 1)                                0.1
(499.0, -8.0, 2)                                0.08
(501.0, -8.0, 1)                                0.08
(503.0, -8.0, 1)                                0.08
(505.0, -8.0, 2)                                0.08
(507.0, -8.0, 2)                                0.08
(509.0, -8.0, 2)                                0.08
(384.75, -8.0, 1)                               0.14
(386.75, -8.0, 1)                               0.14
(556.25, -8.0, 1)                               0.16
(558.25, -8.0, 2)                               0.16
(531.0, -8.0, 2)                                0.16
(533.0, -8.0, 1)                                0.16
(535.0, -8.0, 1)                                0.16
(537.0, -8.0, 1)                                0.16
(552.125, -8.0, 1)                              0.16
(479.0, -8.0, 2)                                0.16
(481.0, -8.0, 1)                                0.16
(472.125, -8.0, 1)                              0.14
(474.125, -8.0, 2)                              0.14
(455.5, -8.0, 2)                                0.14
(457.5, -8.0, 2)                                0.14
(459.5, -8.0, 1)                                0.14
(508.125, -8.0, 1)                              0.14
(510.125, -8.0, 2)                              0.14
(435.75, -8.0, 2)                               0.14
(437.75, -8.0, 2)                               0.14
(439.75, -8.0, 1)                               0.14
(441.75, -8.0, 1)                               0.14
(417.0, -8.0, 2)                                0.14
(419.0, -8.0, 2)                                0.14
(447.0, -8.0, 1)                                0.16
(449.0, -8.0, 1)                                0.16
(498.5, -8.0, 2)                                0.16
(325.75, -8.0, 1)                               0.14
(327.75, -8.0, 1)                               0.14
(329.75, -8.0, 1)                               0.14
(441.625, -8.0, 1)                              0.12
(443.625, -8.0, 1)                              0.12
(445.625, -8.0, 1)                              0.12
(426.375, -8.0, 1)                              0.14
(428.375, -8.0, 2)                              0.14
(430.375, -8.0, 1)                              0.14
(432.375, -8.0, 1)                              0.14
(493.0, -8.0, 1)                                0.16
(495.0, -8.0, 1)                                0.16
(497.0, -8.0, 1)                                0.16
(570.75, -8.0, 1)                               0.16
(572.75, -8.0, 1)                               0.16
(574.75, -8.0, 1)                               0.16
(576.75, -8.0, 2)                               0.16
(578.75, -8.0, 1)                               0.16
(414.75, -8.0, 2)                               0.14
(416.75, -8.0, 2)                               0.14
(418.75, -8.0, 1)                               0.14
(420.75, -8.0, 2)                               0.14
(602.875, -8.0, 1)                              0.14
(515.125, -8.0, 1)                              0.14
(517.125, -8.0, 2)                              0.14
(519.125, -8.0, 1)                              0.14
(521.125, -8.0, 1)                              0.14
(523.125, -8.0, 1)                              0.14
(454.75, -8.0, 2)                               0.16
(456.75, -8.0, 1)                               0.16
(458.75, -8.0, 1)                               0.16
(460.75, -8.0, 2)                               0.16
(389.625, -8.0, 2)                              0.16
(391.625, -8.0, 1)                              0.16
(393.625, -8.0, 1)                              0.16
(395.625, -8.0, 2)                              0.16
(465.25, -8.0, 2)                               0.14
(467.25, -8.0, 2)                               0.14
(469.25, -8.0, 1)                               0.14
(433.0, -8.0, 1)                                0.16
(435.0, -8.0, 2)                                0.16
(437.0, -8.0, 1)                                0.16
(439.0, -8.0, 1)                                0.16
(384.25, -8.0, 2)                               0.14
(386.25, -8.0, 2)                               0.14
(495.875, -8.0, 2)                              0.16
(497.875, -8.0, 2)                              0.16
(463.375, -8.0, 1)                              0.16
(465.375, -8.0, 2)                              0.16
(512.75, -8.0, 1)                               0.14
(514.75, -8.0, 2)                               0.14
(516.75, -8.0, 2)                               0.14
(522.25, -8.0, 2)                               0.14
(524.25, -8.0, 1)                               0.14
(526.25, -8.0, 2)                               0.14
(528.25, -8.0, 1)                               0.14
(530.25, -8.0, 2)                               0.14
(656.375, -8.0, 1)                              0.12
(658.375, -8.0, 2)                              0.12
(660.375, -8.0, 2)                              0.12
(438.375, -8.0, 2)                              0.12
(440.375, -8.0, 2)                              0.12
(442.375, -8.0, 2)                              0.12
(438.625, -8.0, 2)                              0.16
(440.625, -8.0, 2)                              0.16
(588.875, -8.0, 1)                              0.14
(590.875, -8.0, 2)                              0.12
(538.875, -8.0, 2)                              0.14
(540.875, -8.0, 2)                              0.14
(542.875, -8.0, 2)                              0.14
(544.875, -8.0, 1)                              0.14
(458.0, -8.0, 1)                                0.16
(460.0, -8.0, 2)                                0.16
(462.0, -8.0, 1)                                0.16
(408.5, -8.0, 2)                                0.16
(410.5, -8.0, 2)                                0.16
(412.5, -8.0, 1)                                0.16
(414.5, -8.0, 2)                                0.16
(550.625, -8.0, 1)                              0.14
(552.625, -8.0, 1)                              0.14
(554.625, -8.0, 1)                              0.14
(559.625, -8.0, 1)                              0.14
(561.625, -8.0, 2)                              0.14
(563.625, -8.0, 2)                              0.14
(398.75, -8.0, 1)                               0.1
(400.75, -8.0, 1)                               0.1
(471.5, -8.0, 1)                                0.16
(473.5, -8.0, 1)                                0.16
(475.5, -8.0, 1)                                0.16
(477.5, -8.0, 2)                                0.16
(480.25, -8.0, 2)                               0.12
(467.5, -8.0, 2)                                0.14
(469.5, -8.0, 1)                                0.14
(471.5, -8.0, 2)                                0.14
(427.0, -8.0, 2)                                0.14
(429.0, -8.0, 1)                                0.14
(431.0, -8.0, 2)                                0.14
(433.0, -8.0, 2)                                0.14
(478.125, -8.0, 2)                              0.16
(480.125, -8.0, 2)                              0.16
(570.875, -8.0, 2)                              0.16
(572.875, -8.0, 1)                              0.16
(574.875, -8.0, 1)                              0.16
(576.875, -8.0, 2)                              0.16
(578.875, -8.0, 1)                              0.16
(473.875, -8.0, 2)                              0.16
(475.875, -8.0, 2)                              0.14
(477.875, -8.0, 1)                              0.16
(484.125, -8.0, 2)                              0.14
(486.125, -8.0, 1)                              0.14
(488.125, -8.0, 2)                              0.14
(552.625, -8.0, 2)                              0.16
(554.625, -8.0, 2)                              0.16
(452.375, -8.0, 1)                              0.16
(454.375, -8.0, 1)                              0.16
(456.375, -8.0, 2)                              0.16
(586.75, -8.0, 2)                               0.16
(588.75, -8.0, 1)                               0.16
(431.125, -8.0, 1)                              0.16
(433.125, -8.0, 2)                              0.16
(435.125, -8.0, 2)                              0.16
(437.125, -8.0, 2)                              0.16
(357.875, -8.0, 2)                              0.14
(359.875, -8.0, 1)                              0.14
(592.875, -8.0, 2)                              0.12
(536.625, -8.0, 1)                              0.16
(538.625, -8.0, 1)                              0.16
(540.625, -8.0, 1)                              0.16
(542.625, -8.0, 1)                              0.16
(483.25, -8.0, 2)                               0.16
(485.25, -8.0, 2)                               0.16
(487.25, -8.0, 2)                               0.16
(489.25, -8.0, 2)                               0.16
(453.75, -8.0, 1)                               0.14
(455.75, -8.0, 2)                               0.14
(457.75, -8.0, 1)                               0.14
(423.875, -8.0, 2)                              0.16
(425.875, -8.0, 2)                              0.16
(427.875, -8.0, 1)                              0.16
(456.125, -8.0, 2)                              0.16
(458.125, -8.0, 2)                              0.16
(460.125, -8.0, 1)                              0.16
(412.25, -8.0, 1)                               0.14
(477.875, -8.0, 2)                              0.14
(493.25, -8.0, 1)                               0.16
(495.25, -8.0, 2)                               0.16
(497.25, -8.0, 1)                               0.16
(499.25, -8.0, 2)                               0.16
(475.125, -8.0, 2)                              0.16
(477.125, -8.0, 2)                              0.16
(479.125, -8.0, 2)                              0.16
(446.1875, -10.0, 2)                            0.3
(448.1875, -10.0, 2)                            0.3
(450.1875, -10.0, 1)                            0.3
(452.1875, -10.0, 2)                            0.3
(481.9375, -10.0, 2)                            0.22
(483.9375, -10.0, 1)                            0.22
(485.9375, -10.0, 2)                            0.22
(500.6875, -10.0, 1)                            0.28
(502.6875, -10.0, 2)                            0.26
(504.6875, -10.0, 1)                            0.28
(396.5, -10.0, 1)                               0.24
(398.5, -10.0, 2)                               0.24
(414.0, -10.0, 2)                               0.28
(562.75, -10.0, 2)                              0.22
(564.75, -10.0, 2)                              0.22
(566.75, -10.0, 2)                              0.22
(568.75, -10.0, 1)                              0.22
(570.75, -10.0, 2)                              0.22
(503.75, -10.0, 2)                              0.22
(505.75, -10.0, 1)                              0.22
(405.3125, -10.0, 2)                            0.24
(407.3125, -10.0, 2)                            0.24
(409.3125, -10.0, 1)                            0.24
(527.8125, -10.0, 1)                            0.22
(529.8125, -10.0, 1)                            0.22
(538.9375, -10.0, 2)                            0.2
(540.9375, -10.0, 1)                            0.2
(429.5, -10.0, 2)                               0.28
(431.5, -10.0, 2)                               0.28
(433.5, -10.0, 2)                               0.28
(448.0, -10.0, 1)                               0.26
(450.0, -10.0, 2)                               0.26
(452.0, -10.0, 2)                               0.26
(504.0, -10.0, 2)                               0.24
(506.0, -10.0, 1)                               0.24
(508.0, -10.0, 1)                               0.24
(522.75, -10.0, 1)                              0.3
(524.75, -10.0, 2)                              0.3
(526.75, -10.0, 2)                              0.3
(503.1875, -10.0, 2)                            0.26
(471.0, -10.0, 1)                               0.22
(473.0, -10.0, 2)                               0.22
(475.0, -10.0, 2)                               0.22
(477.0, -10.0, 2)                               0.22
(471.875, -10.0, 1)                             0.3
(473.875, -10.0, 1)                             0.3
(475.875, -10.0, 2)                             0.3
(477.875, -10.0, 2)                             0.3
(460.125, -10.0, 1)                             0.3
(462.125, -10.0, 1)                             0.3
(541.625, -10.0, 1)                             0.28
(543.625, -10.0, 1)                             0.28
(545.625, -10.0, 2)                             0.28
(547.625, -10.0, 2)                             0.28
(520.5, -10.0, 1)                               0.28
